  cell  ,E,W,N,S
"(237, 42)",0,0,1,1
"(238, 42)",1,0,1,1
"(239, 42)",0,1,1,0
"(240, 42)",1,1,0,0
"(241, 42)",1,0,0,1
"(242, 42)",0,0,1,1
"(243, 42)",0,1,1,0
"(244, 42)",1,1,0,0
"(245, 42)",1,0,0,1
"(246, 42)",0,1,1,0
"(247, 42)",1,0,0,1
"(248, 42)",0,0,1,0
"(249, 42)",1,1,0,0
"(250, 42)",1,1,0,0
"(1, 43)",1,1,0,0
"(2, 43)",1,1,0,0
"(3, 43)",1,0,0,1
"(4, 43)",0,0,1,1
"(5, 43)",1,0,1,0
"(6, 43)",0,1,0,1
"(7, 43)",0,0,1,1
"(8, 43)",1,0,1,0
"(9, 43)",1,1,0,0
"(10, 43)",0,0,0,1
"(11, 43)",0,1,1,0
"(12, 43)",1,1,0,1
"(13, 43)",0,0,1,1
"(14, 43)",0,0,1,1
"(15, 43)",0,0,1,1
"(16, 43)",0,1,1,0
"(17, 43)",0,0,0,1
"(18, 43)",1,1,1,0
"(19, 43)",1,0,0,1
"(20, 43)",0,1,1,0
"(21, 43)",0,1,0,1
"(22, 43)",0,1,1,0
"(23, 43)",1,1,0,0
"(24, 43)",0,1,0,1
"(25, 43)",0,0,1,1
"(26, 43)",0,0,1,1
"(27, 43)",1,0,1,0
"(28, 43)",1,1,0,0
"(29, 43)",0,0,0,1
"(30, 43)",1,0,1,1
"(31, 43)",0,0,1,0
"(32, 43)",1,1,0,0
"(33, 43)",1,1,0,0
"(34, 43)",0,1,0,1
"(35, 43)",1,0,1,0
"(36, 43)",1,1,0,1
"(37, 43)",1,0,1,0
"(38, 43)",0,1,0,1
"(39, 43)",0,1,1,0
"(40, 43)",1,0,0,0
"(41, 43)",1,0,0,1
"(42, 43)",0,1,1,0
"(43, 43)",1,0,0,1
"(44, 43)",1,0,1,0
"(45, 43)",1,0,0,1
"(46, 43)",0,0,1,1
"(47, 43)",1,0,1,0
"(48, 43)",1,0,0,0
"(49, 43)",1,1,0,0
"(50, 43)",1,0,0,1
"(51, 43)",0,1,1,0
"(52, 43)",1,1,0,1
"(53, 43)",1,0,1,0
"(54, 43)",0,1,0,1
"(55, 43)",0,1,1,0
"(56, 43)",1,1,0,1
"(57, 43)",0,0,1,0
"(58, 43)",1,0,0,1
"(59, 43)",0,0,1,1
"(60, 43)",1,0,1,0
"(61, 43)",0,1,0,0
"(62, 43)",1,1,0,0
"(63, 43)",1,0,0,1
"(64, 43)",0,0,1,1
"(65, 43)",0,1,1,0
"(66, 43)",1,1,0,0
"(67, 43)",0,1,0,1
"(68, 43)",1,0,1,0
"(69, 43)",0,1,0,1
"(70, 43)",1,0,1,1
"(71, 43)",0,0,1,1
"(72, 43)",0,1,1,0
"(73, 43)",1,0,0,1
"(74, 43)",0,0,1,1
"(75, 43)",1,0,1,0
"(76, 43)",0,1,0,0
"(77, 43)",1,1,0,0
"(78, 43)",1,0,0,1
"(79, 43)",0,1,1,1
"(80, 43)",1,0,1,0
"(81, 43)",1,0,0,0
"(82, 43)",0,1,0,1
"(83, 43)",1,0,1,0
"(84, 43)",1,0,0,1
"(85, 43)",1,0,1,0
"(86, 43)",0,1,0,1
"(87, 43)",1,0,1,0
"(88, 43)",1,1,0,0
"(89, 43)",0,1,0,0
"(90, 43)",1,0,0,1
"(91, 43)",0,1,1,0
"(92, 43)",1,0,0,1
"(93, 43)",1,0,1,0
"(94, 43)",1,0,0,1
"(95, 43)",0,1,1,0
"(96, 43)",1,0,0,1
"(97, 43)",0,0,1,1
"(98, 43)",0,1,1,0
"(99, 43)",1,1,0,0
"(100, 43)",1,1,0,0
"(101, 43)",1,1,0,0
"(102, 43)",1,1,0,1
"(103, 43)",1,0,1,0
"(104, 43)",1,1,0,0
"(105, 43)",1,1,0,0
"(106, 43)",1,0,0,0
"(107, 43)",1,1,0,0
"(108, 43)",1,0,0,1
"(109, 43)",0,1,1,0
"(110, 43)",0,1,0,1
"(111, 43)",1,1,1,0
"(112, 43)",0,1,0,0
"(113, 43)",1,1,0,1
"(114, 43)",0,0,1,0
"(115, 43)",1,0,0,1
"(116, 43)",0,1,1,0
"(117, 43)",0,1,0,1
"(118, 43)",1,1,1,0
"(119, 43)",1,0,0,1
"(120, 43)",0,1,1,0
"(121, 43)",1,0,0,0
"(122, 43)",0,1,0,1
"(123, 43)",0,1,1,0
"(124, 43)",1,0,0,0
"(125, 43)",1,1,0,0
"(126, 43)",0,1,0,1
"(127, 43)",1,0,1,0
"(128, 43)",0,0,0,1
"(129, 43)",1,0,1,1
"(130, 43)",0,0,1,1
"(131, 43)",1,0,1,0
"(132, 43)",1,1,0,0
"(133, 43)",1,0,0,1
"(134, 43)",1,0,1,0
"(135, 43)",1,1,0,0
"(136, 43)",1,1,0,0
"(137, 43)",0,1,0,1
"(138, 43)",0,1,1,0
"(139, 43)",0,1,0,1
"(140, 43)",1,1,1,0
"(141, 43)",1,0,0,1
"(142, 43)",0,1,1,0
"(143, 43)",1,0,0,1
"(144, 43)",0,1,1,0
"(145, 43)",1,1,0,0
"(146, 43)",0,1,0,1
"(147, 43)",1,0,1,0
"(148, 43)",1,1,0,0
"(149, 43)",0,0,0,1
"(150, 43)",0,0,1,1
"(151, 43)",1,0,1,1
"(152, 43)",1,0,1,0
"(153, 43)",1,1,0,0
"(154, 43)",1,0,0,1
"(155, 43)",0,0,1,1
"(156, 43)",0,0,1,1
"(157, 43)",0,0,1,1
"(158, 43)",0,1,1,0
"(159, 43)",1,0,0,1
"(160, 43)",0,0,1,1
"(161, 43)",0,1,1,0
"(162, 43)",1,0,0,0
"(163, 43)",1,0,0,1
"(164, 43)",0,1,1,0
"(165, 43)",1,1,0,0
"(166, 43)",0,0,0,1
"(167, 43)",0,0,1,1
"(168, 43)",1,0,1,1
"(169, 43)",0,0,1,1
"(170, 43)",1,0,1,0
"(171, 43)",1,1,0,0
"(172, 43)",0,1,0,1
"(173, 43)",0,0,1,1
"(174, 43)",0,0,1,1
"(175, 43)",0,0,1,1
"(176, 43)",0,0,1,1
"(177, 43)",1,0,1,0
"(178, 43)",1,0,0,1
"(179, 43)",0,0,1,1
"(180, 43)",0,1,1,1
"(181, 43)",1,0,1,0
"(182, 43)",1,0,0,1
"(183, 43)",0,0,1,1
"(184, 43)",1,0,1,0
"(185, 43)",1,0,0,1
"(186, 43)",0,0,1,1
"(187, 43)",1,0,1,0
"(188, 43)",0,0,0,1
"(189, 43)",1,1,1,0
"(190, 43)",1,0,0,1
"(191, 43)",0,0,1,1
"(192, 43)",1,0,1,0
"(193, 43)",1,1,0,0
"(194, 43)",0,1,0,1
"(195, 43)",1,0,1,1
"(196, 43)",1,0,1,1
"(197, 43)",0,0,1,0
"(198, 43)",1,0,0,1
"(199, 43)",0,0,1,1
"(200, 43)",0,1,1,0
"(201, 43)",1,0,0,1
"(202, 43)",1,0,1,0
"(203, 43)",1,0,0,1
"(204, 43)",0,1,1,0
"(205, 43)",0,0,0,1
"(206, 43)",1,1,1,0
"(207, 43)",1,1,0,0
"(208, 43)",1,1,0,0
"(209, 43)",0,1,0,1
"(210, 43)",1,0,1,0
"(211, 43)",1,0,0,1
"(212, 43)",0,1,1,0
"(213, 43)",1,1,0,0
"(214, 43)",0,1,0,1
"(215, 43)",0,0,1,1
"(216, 43)",1,0,1,0
"(217, 43)",1,1,0,0
"(218, 43)",1,1,0,0
"(219, 43)",1,1,0,1
"(220, 43)",1,0,1,0
"(221, 43)",0,1,0,1
"(222, 43)",0,1,1,0
"(223, 43)",1,1,0,0
"(224, 43)",0,1,0,1
"(225, 43)",0,0,1,1
"(226, 43)",1,0,1,1
"(227, 43)",0,1,1,0
"(228, 43)",0,1,0,0
"(229, 43)",1,0,0,1
"(230, 43)",1,0,1,0
"(231, 43)",1,1,0,0
"(232, 43)",1,0,0,1
"(233, 43)",0,0,1,1
"(234, 43)",0,1,1,0
"(235, 43)",1,1,0,0
"(236, 43)",0,1,0,1
"(237, 43)",1,0,1,0
"(238, 43)",0,1,0,1
"(239, 43)",0,0,1,1
"(240, 43)",0,1,1,0
"(241, 43)",1,1,0,0
"(242, 43)",1,0,0,1
"(243, 43)",1,0,1,0
"(244, 43)",1,1,0,0
"(245, 43)",0,1,0,1
"(246, 43)",1,0,1,0
"(247, 43)",1,1,0,1
"(248, 43)",1,0,1,0
"(249, 43)",1,1,0,0
"(250, 43)",1,1,0,0
"(1, 44)",1,1,0,0
"(2, 44)",0,1,0,1
"(3, 44)",0,1,1,0
"(4, 44)",1,0,0,1
"(5, 44)",1,1,1,0
"(6, 44)",1,0,0,1
"(7, 44)",0,0,1,0
"(8, 44)",1,1,0,0
"(9, 44)",1,1,0,1
"(10, 44)",0,0,1,1
"(11, 44)",1,0,1,0
"(12, 44)",1,1,0,0
"(13, 44)",1,0,0,1
"(14, 44)",0,0,1,1
"(15, 44)",0,0,1,1
"(16, 44)",0,0,1,1
"(17, 44)",1,0,1,0
"(18, 44)",0,1,0,1
"(19, 44)",0,1,1,0
"(20, 44)",0,0,0,1
"(21, 44)",0,0,1,1
"(22, 44)",0,0,1,1
"(23, 44)",0,1,1,1
"(24, 44)",0,0,1,0
"(25, 44)",1,0,0,1
"(26, 44)",1,0,1,0
"(27, 44)",0,1,0,1
"(28, 44)",0,1,1,1
"(29, 44)",0,0,1,1
"(30, 44)",0,1,1,0
"(31, 44)",1,0,0,1
"(32, 44)",0,1,1,0
"(33, 44)",0,1,0,1
"(34, 44)",0,0,1,1
"(35, 44)",1,1,1,0
"(36, 44)",0,1,0,0
"(37, 44)",1,1,0,0
"(38, 44)",1,0,0,1
"(39, 44)",1,0,1,1
"(40, 44)",1,1,1,0
"(41, 44)",0,1,0,1
"(42, 44)",1,0,1,0
"(43, 44)",1,1,0,0
"(44, 44)",0,1,0,1
"(45, 44)",0,1,1,0
"(46, 44)",1,0,0,1
"(47, 44)",0,1,1,0
"(48, 44)",1,1,0,0
"(49, 44)",0,1,0,1
"(50, 44)",0,1,1,0
"(51, 44)",0,0,0,1
"(52, 44)",0,1,1,0
"(53, 44)",1,1,0,1
"(54, 44)",0,0,1,1
"(55, 44)",0,0,1,0
"(56, 44)",1,1,0,0
"(57, 44)",1,0,0,1
"(58, 44)",0,1,1,0
"(59, 44)",1,0,0,0
"(60, 44)",1,1,0,0
"(61, 44)",1,0,0,1
"(62, 44)",0,1,1,0
"(63, 44)",1,1,0,1
"(64, 44)",0,0,1,1
"(65, 44)",1,0,1,0
"(66, 44)",0,1,0,1
"(67, 44)",1,0,1,0
"(68, 44)",0,1,0,1
"(69, 44)",1,0,1,0
"(70, 44)",0,1,0,1
"(71, 44)",0,0,1,1
"(72, 44)",1,0,1,0
"(73, 44)",0,1,0,1
"(74, 44)",1,0,1,0
"(75, 44)",0,1,0,1
"(76, 44)",0,0,1,1
"(77, 44)",0,1,1,0
"(78, 44)",0,1,0,1
"(79, 44)",1,0,1,0
"(80, 44)",0,1,0,1
"(81, 44)",1,1,1,0
"(82, 44)",1,0,0,0
"(83, 44)",1,1,0,0
"(84, 44)",1,1,0,0
"(85, 44)",0,1,0,1
"(86, 44)",1,0,1,0
"(87, 44)",1,1,0,0
"(88, 44)",1,1,0,0
"(89, 44)",1,0,0,1
"(90, 44)",0,1,1,0
"(91, 44)",1,0,0,1
"(92, 44)",0,1,1,0
"(93, 44)",0,1,0,1
"(94, 44)",0,1,1,0
"(95, 44)",1,0,0,0
"(96, 44)",0,1,0,1
"(97, 44)",1,0,1,0
"(98, 44)",0,0,0,1
"(99, 44)",0,1,1,0
"(100, 44)",1,1,0,0
"(101, 44)",1,1,0,1
"(102, 44)",0,1,1,0
"(103, 44)",0,1,0,0
"(104, 44)",1,1,0,0
"(105, 44)",1,1,0,0
"(106, 44)",0,1,0,1
"(107, 44)",0,1,1,0
"(108, 44)",1,1,0,0
"(109, 44)",0,0,0,1
"(110, 44)",1,0,1,1
"(111, 44)",0,1,1,0
"(112, 44)",1,0,0,1
"(113, 44)",0,1,1,0
"(114, 44)",1,0,0,1
"(115, 44)",0,1,1,0
"(116, 44)",0,0,0,1
"(117, 44)",0,0,1,1
"(118, 44)",1,1,1,0
"(119, 44)",1,1,0,0
"(120, 44)",1,0,0,1
"(121, 44)",0,1,1,1
"(122, 44)",0,0,1,1
"(123, 44)",1,0,1,1
"(124, 44)",0,1,1,0
"(125, 44)",0,1,0,1
"(126, 44)",1,0,1,0
"(127, 44)",1,1,0,0
"(128, 44)",1,0,0,1
"(129, 44)",0,1,1,0
"(130, 44)",1,0,0,0
"(131, 44)",1,1,0,0
"(132, 44)",0,1,0,1
"(133, 44)",0,1,1,0
"(134, 44)",1,1,0,0
"(135, 44)",1,1,0,0
"(136, 44)",0,1,0,1
"(137, 44)",1,0,1,0
"(138, 44)",1,0,0,1
"(139, 44)",1,0,1,0
"(140, 44)",0,1,0,0
"(141, 44)",1,1,0,0
"(142, 44)",1,0,0,1
"(143, 44)",0,1,1,0
"(144, 44)",1,0,0,0
"(145, 44)",0,1,0,1
"(146, 44)",1,0,1,0
"(147, 44)",1,1,0,0
"(148, 44)",1,1,0,0
"(149, 44)",1,0,0,1
"(150, 44)",1,0,1,0
"(151, 44)",0,1,0,0
"(152, 44)",0,1,0,1
"(153, 44)",0,1,1,0
"(154, 44)",0,1,0,1
"(155, 44)",1,0,1,0
"(156, 44)",1,0,0,1
"(157, 44)",0,0,1,1
"(158, 44)",1,0,1,0
"(159, 44)",1,1,0,0
"(160, 44)",1,0,0,1
"(161, 44)",0,0,1,0
"(162, 44)",1,1,0,1
"(163, 44)",0,1,1,0
"(164, 44)",1,0,0,1
"(165, 44)",0,1,1,0
"(166, 44)",1,0,0,1
"(167, 44)",0,0,1,1
"(168, 44)",0,1,1,0
"(169, 44)",1,0,0,1
"(170, 44)",0,1,1,0
"(171, 44)",0,1,0,1
"(172, 44)",0,0,1,1
"(173, 44)",0,0,1,1
"(174, 44)",0,0,1,1
"(175, 44)",0,0,1,1
"(176, 44)",1,0,1,0
"(177, 44)",1,1,0,1
"(178, 44)",0,1,1,0
"(179, 44)",1,0,0,1
"(180, 44)",1,0,1,0
"(181, 44)",1,1,0,0
"(182, 44)",0,1,0,1
"(183, 44)",1,0,1,0
"(184, 44)",1,1,0,0
"(185, 44)",1,1,0,0
"(186, 44)",1,0,0,0
"(187, 44)",0,1,0,1
"(188, 44)",1,0,1,0
"(189, 44)",1,1,0,0
"(190, 44)",0,1,0,1
"(191, 44)",1,0,1,0
"(192, 44)",1,1,0,0
"(193, 44)",0,1,0,1
"(194, 44)",0,0,1,1
"(195, 44)",0,1,1,0
"(196, 44)",1,1,0,0
"(197, 44)",1,0,0,1
"(198, 44)",0,1,1,0
"(199, 44)",0,0,0,1
"(200, 44)",1,0,1,1
"(201, 44)",0,1,1,0
"(202, 44)",0,1,0,1
"(203, 44)",0,1,1,0
"(204, 44)",0,0,0,1
"(205, 44)",1,0,1,1
"(206, 44)",0,1,1,0
"(207, 44)",1,1,0,0
"(208, 44)",1,1,0,0
"(209, 44)",0,0,0,1
"(210, 44)",0,1,1,0
"(211, 44)",1,1,0,0
"(212, 44)",0,0,0,1
"(213, 44)",0,1,1,1
"(214, 44)",0,0,1,1
"(215, 44)",1,0,1,0
"(216, 44)",0,1,0,1
"(217, 44)",0,1,1,0
"(218, 44)",1,1,0,0
"(219, 44)",0,1,0,0
"(220, 44)",0,1,0,1
"(221, 44)",0,0,1,1
"(222, 44)",1,0,1,0
"(223, 44)",0,1,0,1
"(224, 44)",0,0,1,1
"(225, 44)",1,0,1,0
"(226, 44)",0,1,0,0
"(227, 44)",1,0,0,1
"(228, 44)",0,0,1,1
"(229, 44)",0,1,1,0
"(230, 44)",1,1,0,0
"(231, 44)",1,1,0,0
"(232, 44)",0,1,0,1
"(233, 44)",0,0,1,1
"(234, 44)",1,0,1,0
"(235, 44)",1,1,0,0
"(236, 44)",1,0,0,1
"(237, 44)",0,1,1,0
"(238, 44)",1,0,0,1
"(239, 44)",1,0,1,0
"(240, 44)",1,0,0,1
"(241, 44)",0,1,1,0
"(242, 44)",1,1,0,0
"(243, 44)",1,1,0,0
"(244, 44)",0,1,0,0
"(245, 44)",1,0,0,1
"(246, 44)",0,1,1,0
"(247, 44)",1,1,0,0
"(248, 44)",0,1,0,1
"(249, 44)",0,1,1,0
"(250, 44)",1,1,0,0
"(1, 45)",0,1,0,1
"(2, 45)",0,0,1,1
"(3, 45)",0,0,1,0
"(4, 45)",1,1,0,0
"(5, 45)",1,1,0,0
"(6, 45)",1,1,0,1
"(7, 45)",0,0,1,1
"(8, 45)",0,1,1,0
"(9, 45)",1,1,0,0
"(10, 45)",1,0,0,1
"(11, 45)",0,1,1,0
"(12, 45)",1,1,0,0
"(13, 45)",1,1,0,0
"(14, 45)",0,0,0,1
"(15, 45)",1,0,1,1
"(16, 45)",1,0,1,0
"(17, 45)",0,1,0,1
"(18, 45)",1,0,1,0
"(19, 45)",1,0,0,1
"(20, 45)",0,0,1,1
"(21, 45)",0,0,1,1
"(22, 45)",1,0,1,0
"(23, 45)",1,0,0,1
"(24, 45)",0,0,1,1
"(25, 45)",0,1,1,0
"(26, 45)",0,1,0,1
"(27, 45)",0,0,1,1
"(28, 45)",0,0,1,1
"(29, 45)",0,0,1,1
"(30, 45)",1,0,1,0
"(31, 45)",1,1,0,1
"(32, 45)",0,0,1,1
"(33, 45)",0,0,1,1
"(34, 45)",0,0,1,1
"(35, 45)",0,1,1,0
"(36, 45)",1,0,0,1
"(37, 45)",0,1,1,0
"(38, 45)",0,1,0,0
"(39, 45)",1,1,0,0
"(40, 45)",1,1,0,0
"(41, 45)",1,0,0,0
"(42, 45)",0,1,0,1
"(43, 45)",0,1,1,0
"(44, 45)",1,0,0,0
"(45, 45)",1,0,0,1
"(46, 45)",0,1,1,0
"(47, 45)",1,0,0,0
"(48, 45)",1,1,0,1
"(49, 45)",1,0,1,0
"(50, 45)",1,0,0,1
"(51, 45)",1,0,1,1
"(52, 45)",1,0,1,0
"(53, 45)",0,1,0,1
"(54, 45)",1,0,1,0
"(55, 45)",1,0,0,1
"(56, 45)",0,1,1,0
"(57, 45)",1,1,0,0
"(58, 45)",1,0,0,1
"(59, 45)",0,1,1,1
"(60, 45)",0,1,1,0
"(61, 45)",0,1,0,1
"(62, 45)",1,0,1,0
"(63, 45)",1,1,0,0
"(64, 45)",1,0,0,1
"(65, 45)",0,1,1,0
"(66, 45)",1,0,0,1
"(67, 45)",0,1,1,0
"(68, 45)",1,0,0,1
"(69, 45)",0,1,1,0
"(70, 45)",0,0,0,1
"(71, 45)",0,0,1,1
"(72, 45)",0,1,1,1
"(73, 45)",1,0,1,0
"(74, 45)",1,1,0,0
"(75, 45)",1,0,0,1
"(76, 45)",0,0,1,1
"(77, 45)",0,0,1,1
"(78, 45)",0,0,1,1
"(79, 45)",0,1,1,0
"(80, 45)",0,0,0,1
"(81, 45)",1,1,1,0
"(82, 45)",1,1,0,1
"(83, 45)",0,1,1,0
"(84, 45)",0,1,0,1
"(85, 45)",1,0,1,0
"(86, 45)",0,1,0,1
"(87, 45)",0,1,1,0
"(88, 45)",1,1,0,0
"(89, 45)",0,1,0,1
"(90, 45)",1,0,1,0
"(91, 45)",0,1,0,1
"(92, 45)",0,0,1,1
"(93, 45)",1,0,1,0
"(94, 45)",1,0,0,1
"(95, 45)",0,1,1,1
"(96, 45)",0,0,1,1
"(97, 45)",0,1,1,0
"(98, 45)",1,0,0,1
"(99, 45)",1,0,1,0
"(100, 45)",1,1,0,0
"(101, 45)",0,1,0,0
"(102, 45)",1,0,0,1
"(103, 45)",0,0,1,1
"(104, 45)",0,1,1,1
"(105, 45)",0,1,1,0
"(106, 45)",1,0,0,1
"(107, 45)",1,0,1,0
"(108, 45)",1,1,0,1
"(109, 45)",1,0,1,0
"(110, 45)",0,1,0,0
"(111, 45)",1,0,0,1
"(112, 45)",0,1,1,0
"(113, 45)",1,0,0,0
"(114, 45)",0,1,0,1
"(115, 45)",0,0,1,1
"(116, 45)",0,0,1,1
"(117, 45)",1,0,1,0
"(118, 45)",0,1,0,0
"(119, 45)",1,1,0,0
"(120, 45)",1,1,0,1
"(121, 45)",1,0,1,0
"(122, 45)",0,0,0,1
"(123, 45)",0,1,1,0
"(124, 45)",1,0,0,1
"(125, 45)",1,0,1,0
"(126, 45)",1,1,0,0
"(127, 45)",0,1,0,1
"(128, 45)",0,1,1,0
"(129, 45)",1,0,0,1
"(130, 45)",0,1,1,1
"(131, 45)",0,1,1,1
"(132, 45)",0,0,1,1
"(133, 45)",0,0,1,1
"(134, 45)",1,1,1,0
"(135, 45)",1,1,0,0
"(136, 45)",0,0,0,1
"(137, 45)",1,1,1,0
"(138, 45)",1,1,0,0
"(139, 45)",0,1,0,1
"(140, 45)",0,0,1,1
"(141, 45)",1,1,1,0
"(142, 45)",0,1,0,1
"(143, 45)",0,0,1,1
"(144, 45)",1,1,1,0
"(145, 45)",1,0,0,0
"(146, 45)",1,1,0,0
"(147, 45)",1,1,0,0
"(148, 45)",1,1,0,0
"(149, 45)",1,1,0,0
"(150, 45)",1,1,0,0
"(151, 45)",1,0,0,1
"(152, 45)",0,0,1,1
"(153, 45)",0,0,1,1
"(154, 45)",0,0,1,1
"(155, 45)",0,1,1,0
"(156, 45)",1,1,0,0
"(157, 45)",1,0,0,0
"(158, 45)",0,1,0,1
"(159, 45)",0,1,1,0
"(160, 45)",1,1,0,0
"(161, 45)",1,0,0,1
"(162, 45)",0,1,1,0
"(163, 45)",1,0,0,0
"(164, 45)",1,1,0,0
"(165, 45)",0,0,0,1
"(166, 45)",1,1,1,0
"(167, 45)",1,0,0,1
"(168, 45)",0,0,1,1
"(169, 45)",0,1,1,0
"(170, 45)",0,0,0,1
"(171, 45)",1,0,1,1
"(172, 45)",0,0,1,0
"(173, 45)",1,0,0,1
"(174, 45)",0,0,1,1
"(175, 45)",1,0,1,0
"(176, 45)",1,1,0,0
"(177, 45)",0,1,0,1
"(178, 45)",0,0,1,0
"(179, 45)",1,1,0,0
"(180, 45)",1,1,0,0
"(181, 45)",0,1,0,1
"(182, 45)",0,0,1,0
"(183, 45)",1,1,0,0
"(184, 45)",0,1,0,1
"(185, 45)",0,1,1,0
"(186, 45)",1,1,0,0
"(187, 45)",1,0,0,1
"(188, 45)",0,1,1,0
"(189, 45)",1,1,0,1
"(190, 45)",0,0,1,1
"(191, 45)",0,1,1,0
"(192, 45)",0,1,0,1
"(193, 45)",0,0,1,1
"(194, 45)",1,0,1,0
"(195, 45)",1,0,0,1
"(196, 45)",0,1,1,0
"(197, 45)",1,1,0,0
"(198, 45)",1,0,0,1
"(199, 45)",1,0,1,0
"(200, 45)",0,1,0,1
"(201, 45)",0,0,1,1
"(202, 45)",1,0,1,0
"(203, 45)",1,0,0,1
"(204, 45)",1,0,1,0
"(205, 45)",1,1,0,1
"(206, 45)",0,0,1,0
"(207, 45)",1,1,0,0
"(208, 45)",1,1,0,0
"(209, 45)",1,0,0,1
"(210, 45)",1,0,1,0
"(211, 45)",0,1,0,1
"(212, 45)",0,0,1,1
"(213, 45)",0,0,1,1
"(214, 45)",1,0,1,0
"(215, 45)",0,1,0,1
"(216, 45)",0,0,1,1
"(217, 45)",1,0,1,0
"(218, 45)",0,1,0,1
"(219, 45)",0,0,1,1
"(220, 45)",0,0,1,1
"(221, 45)",0,0,1,1
"(222, 45)",1,1,1,0
"(223, 45)",1,0,0,1
"(224, 45)",1,0,1,0
"(225, 45)",0,1,0,1
"(226, 45)",0,0,1,1
"(227, 45)",0,1,1,0
"(228, 45)",1,0,0,1
"(229, 45)",0,0,1,0
"(230, 45)",1,1,0,0
"(231, 45)",1,1,0,0
"(232, 45)",1,0,0,0
"(233, 45)",1,0,0,1
"(234, 45)",0,1,1,0
"(235, 45)",0,1,0,0
"(236, 45)",0,1,0,1
"(237, 45)",1,0,1,0
"(238, 45)",1,1,0,0
"(239, 45)",1,1,0,0
"(240, 45)",1,1,0,0
"(241, 45)",1,0,0,1
"(242, 45)",0,1,1,0
"(243, 45)",0,1,0,1
"(244, 45)",1,0,1,0
"(245, 45)",1,1,0,0
"(246, 45)",1,0,0,0
"(247, 45)",1,1,0,0
"(248, 45)",1,0,0,1
"(249, 45)",0,0,1,1
"(250, 45)",1,1,1,0
"(1, 46)",1,0,0,1
"(2, 46)",0,0,1,1
"(3, 46)",0,0,1,1
"(4, 46)",0,1,1,0
"(5, 46)",0,1,0,0
"(6, 46)",0,1,0,1
"(7, 46)",1,0,1,0
"(8, 46)",1,0,0,0
"(9, 46)",1,1,0,0
"(10, 46)",0,1,0,1
"(11, 46)",0,0,1,1
"(12, 46)",0,1,1,0
"(13, 46)",0,1,0,1
"(14, 46)",1,0,1,0
"(15, 46)",1,1,0,0
"(16, 46)",1,1,0,0
"(17, 46)",1,0,0,1
"(18, 46)",0,1,1,0
"(19, 46)",1,1,0,0
"(20, 46)",0,0,0,1
"(21, 46)",0,0,1,1
"(22, 46)",1,1,1,0
"(23, 46)",0,1,0,1
"(24, 46)",1,0,1,0
"(25, 46)",1,0,0,1
"(26, 46)",0,0,1,1
"(27, 46)",0,0,1,0
"(28, 46)",1,0,0,1
"(29, 46)",0,0,1,1
"(30, 46)",0,1,1,0
"(31, 46)",0,1,0,1
"(32, 46)",1,0,1,0
"(33, 46)",1,0,0,1
"(34, 46)",0,0,1,1
"(35, 46)",0,0,1,0
"(36, 46)",0,1,0,1
"(37, 46)",0,0,1,1
"(38, 46)",1,0,1,0
"(39, 46)",1,1,0,0
"(40, 46)",1,1,0,1
"(41, 46)",0,1,1,0
"(42, 46)",1,0,0,1
"(43, 46)",1,0,1,0
"(44, 46)",1,1,0,1
"(45, 46)",0,1,1,0
"(46, 46)",1,0,0,1
"(47, 46)",0,1,1,1
"(48, 46)",0,1,1,0
"(49, 46)",1,1,0,0
"(50, 46)",0,1,0,0
"(51, 46)",1,1,0,0
"(52, 46)",0,1,0,1
"(53, 46)",0,0,1,1
"(54, 46)",1,1,1,0
"(55, 46)",1,1,0,0
"(56, 46)",1,0,0,1
"(57, 46)",0,1,1,0
"(58, 46)",0,1,0,1
"(59, 46)",1,0,1,1
"(60, 46)",0,0,1,1
"(61, 46)",0,0,1,1
"(62, 46)",0,1,1,0
"(63, 46)",0,1,0,0
"(64, 46)",1,1,0,0
"(65, 46)",1,0,0,0
"(66, 46)",0,1,0,1
"(67, 46)",1,0,1,0
"(68, 46)",1,1,0,0
"(69, 46)",1,0,0,1
"(70, 46)",0,0,1,1
"(71, 46)",1,0,1,0
"(72, 46)",1,0,0,1
"(73, 46)",0,1,1,0
"(74, 46)",1,1,0,0
"(75, 46)",0,1,0,1
"(76, 46)",1,0,1,1
"(77, 46)",0,0,1,1
"(78, 46)",0,0,1,1
"(79, 46)",0,0,1,1
"(80, 46)",1,0,1,0
"(81, 46)",0,1,0,0
"(82, 46)",1,1,0,0
"(83, 46)",1,0,0,1
"(84, 46)",1,0,1,0
"(85, 46)",0,1,0,1
"(86, 46)",0,0,1,1
"(87, 46)",1,0,1,0
"(88, 46)",0,1,0,1
"(89, 46)",1,0,1,1
"(90, 46)",0,1,1,0
"(91, 46)",1,0,0,1
"(92, 46)",1,0,1,0
"(93, 46)",1,1,0,0
"(94, 46)",0,1,0,1
"(95, 46)",0,0,1,1
"(96, 46)",1,0,1,0
"(97, 46)",1,0,0,1
"(98, 46)",1,1,1,0
"(99, 46)",1,1,0,0
"(100, 46)",1,1,0,0
"(101, 46)",1,0,0,1
"(102, 46)",0,1,1,0
"(103, 46)",1,0,0,1
"(104, 46)",0,0,1,1
"(105, 46)",0,0,1,1
"(106, 46)",0,1,1,0
"(107, 46)",1,1,0,0
"(108, 46)",0,1,0,0
"(109, 46)",1,1,0,1
"(110, 46)",1,0,1,0
